Company,Position,Top_1_Resume_ID,Top_1_Category,Top_1_Similarity,Top_2_Category,Top_2_Resume_ID,Top_3_Category,Top_2_Similarity,Top_3_Resume_ID,Top_3_Similarity
"VSV WINS, INC",remote project manager,13964744,BPO,0.9156039357185364,HR,16877897,SALES,0.9151797890663147,29134721,0.9110285639762878
BAE Systems,project manager ship manager,24322804,ENGINEERING,0.9426230192184448,ENGINEERING,19612167,AVIATION,0.9414404034614563,20026169,0.9375413060188293
"Intelliswift Software, Inc.",remote release project manager san diego ca north carolina,29134721,SALES,0.9643237590789795,FITNESS,12938389,TEACHER,0.9587924480438232,66683238,0.9579088687896729
What Goes Around Comes Around,sale associate,29928796,SALES,0.9520604610443115,SALES,26530696,ADVOCATE,0.9507346153259277,90468982,0.9485304951667786
Fourth Floor,sale associate luxury brand nyc,18509268,APPAREL,0.9705017805099487,SALES,28867567,APPAREL,0.9683255553245544,41586420,0.9676526784896851
Macys,manager sale customer service,66683238,TEACHER,0.9625263810157776,ACCOUNTANT,28939941,AVIATION,0.9615727663040161,24544244,0.9614745378494263
Home Depot,customer service sale,34594746,HEALTHCARE,0.927085280418396,BANKING,21856577,SALES,0.9246156811714172,17704246,0.9230058193206787
BENCO NEW YORK,sale marketing representative,17189156,BANKING,0.9228152632713318,SALES,28867567,BUSINESS-DEVELOPMENT,0.9219916462898254,25813953,0.9194791913032532
ON THIS DAY,sale professional,17189156,BANKING,0.9082092642784119,ADVOCATE,72652441,FITNESS,0.9014115333557129,10568350,0.8981521129608154
Gaf,sale service representative,28867567,SALES,0.9647260308265686,CONSTRUCTION,71576860,APPAREL,0.9634571671485901,13386301,0.959366500377655
Drybar Shops,sale associate customer service representative,64471954,HEALTHCARE,0.9321417808532715,SALES,26530696,APPAREL,0.9307743906974792,58208591,0.9306614398956299
Career-Coach Services ,career coach counselor,37348041,ADVOCATE,0.9060799479484558,ADVOCATE,29926588,ADVOCATE,0.9048300385475159,18725071,0.9040097594261169
"Placement, Inc",career coach,37348041,ADVOCATE,0.9394488334655762,HR,18297650,HEALTHCARE,0.9366936683654785,85417107,0.9343808889389038
Hope Pay,remote work home part time data entry entry level,29134721,SALES,0.928360641002655,HR,27847081,ACCOUNTANT,0.9282811880111694,28939941,0.9276935458183289
NuVasive,sale associate providence ri,29134721,SALES,0.9578660130500793,HEALTHCARE,28670024,AUTOMOBILE,0.9578275084495544,14508237,0.9568414092063904
Symmetry Financial Group,sale representative sale associate,24544244,AVIATION,0.944907546043396,AUTOMOBILE,91515108,FINANCE,0.9440947771072388,24967652,0.9433683753013611
Showcase,sale associate providence place,65456466,SALES,0.9472865462303162,SALES,28867567,SALES,0.9470440745353699,23296286,0.9464081525802612
Totally pagoda,sale associate totally pagoda providence place mall,64471954,HEALTHCARE,0.8839097023010254,SALES,26530696,APPAREL,0.8787893652915955,58208591,0.8736982345581055
Journeys,part time sale associate,29928796,SALES,0.8880561590194702,AUTOMOBILE,14508237,ADVOCATE,0.887855589389801,15337481,0.8842415809631348
West Marine,sale associate,28867567,SALES,0.9247161149978638,SALES,19156751,CHEF,0.9230045080184937,11444536,0.9221211671829224
Boscov's Department Store,sale associate ft,58208591,APPAREL,0.9564068913459778,SALES,19147494,SALES,0.9551116228103638,29399491,0.9542260766029358
Match Group,software engineer remote,29134721,SALES,0.9655478596687317,INFORMATION-TECHNOLOGY,25207620,ACCOUNTANT,0.9556911587715149,28939941,0.9555612802505493
Applied Insight LLC,remote software developer remote,29134721,SALES,0.9416117072105408,HEALTHCARE,41910253,HR,0.9348794221878052,16877897,0.9347894787788391
Windstream,software engineer 100 remote,85101052,DESIGNER,0.9427285194396973,INFORMATION-TECHNOLOGY,70089206,CONSULTANT,0.9416968822479248,11020140,0.939537525177002
Climb Credit,software engineer remote,66683238,TEACHER,0.9522145390510559,HR,18297650,SALES,0.9509970545768738,29134721,0.9506916999816895
CyberCoders,senior lead software engineer remote,62994611,AGRICULTURE,0.9480103254318237,CONSULTANT,11020140,SALES,0.9468371868133545,29134721,0.944995641708374
Citrix,senior software engineer virtualization group remote,29134721,SALES,0.9575055241584778,SALES,15581242,APPAREL,0.9568589925765991,30344127,0.953411340713501
Segrera Associates,senior full stack software engineer remote,13964744,BPO,0.9517756700515747,CONSULTANT,11020140,INFORMATION-TECHNOLOGY,0.9511334896087646,22450718,0.9500778317451477
USAA,java software engineer mid level remote,29134721,SALES,0.9632401466369629,HR,59962788,FITNESS,0.9607096314430237,29319314,0.9570913314819336
Mizuho,biotech equity research associate,69181350,CONSULTANT,0.9645703434944153,BUSINESS-DEVELOPMENT,25397102,ACCOUNTANT,0.9615371823310852,28939941,0.9602785706520081
Teaneck Public Schools,art teacher,12386670,ARTS,0.9267746806144714,ARTS,31273413,ARTS,0.9253069758415222,11555549,0.9175587296485901
TDC,senior graphic designer,26790545,DESIGNER,0.9331031441688538,DESIGNER,18795567,DESIGNER,0.9329918026924133,26503829,0.9256458282470703
HealthCare Support,remote rn case manager,14225422,HR,0.9190049171447754,HEALTHCARE,37374340,ARTS,0.9164680242538452,13272204,0.9153152108192444
Cityblock Health,rn case manager remote,37374340,HEALTHCARE,0.9601408839225769,HEALTHCARE,13565152,BANKING,0.9598594903945923,33370664,0.9573332667350769
Centene Corporation,case manager remote,27531694,TEACHER,0.9566558599472046,CONSULTANT,22485475,HEALTHCARE,0.949528157711029,37374340,0.9474696516990662
HMA,remote case manager ii,60624892,HEALTHCARE,0.9584015607833862,HEALTHCARE,23617240,HEALTHCARE,0.9567868709564209,28423028,0.9564164280891418
Piper Companies,case manager rn remote,46772262,ADVOCATE,0.9231926798820496,HEALTHCARE,16356151,ADVOCATE,0.9139952063560486,27182111,0.9119373559951782
Symetra Life Insurance Company,associate new business case manager remote,29297393,CONSULTANT,0.9520814418792725,CONSULTANT,27726066,HR,0.9494454860687256,93002334,0.9489142894744873
MassMutual,di case manager 100 remote u,41910253,HEALTHCARE,0.9615865349769592,TEACHER,66683238,HR,0.9582176804542542,13520837,0.9546378254890442
Highmark Wholecare,medical case manager remote,34962725,HEALTHCARE,0.9506548643112183,HEALTHCARE,23617240,ADVOCATE,0.9480153322219849,26456474,0.9448293447494507
Dollar General,sale associate,11677077,APPAREL,0.9303490519523621,ADVOCATE,49475708,SALES,0.9285477995872498,23782450,0.9281508922576904
Bath & Body Works,sale associate colony square mall,29928796,SALES,0.8651127219200134,SALES,13348915,DESIGNER,0.8556149005889893,11958994,0.8548160195350647
Certified Oil,retail sale associate,16391949,APPAREL,0.9190211296081543,SALES,23782450,ADVOCATE,0.9178866744041443,90468982,0.9148996472358704
Five Below,sale associate,55595908,ENGINEERING,0.8224619626998901,SALES,13348915,PUBLIC-RELATIONS,0.8166402578353882,22455205,0.8144663572311401
rue21,part time sale zanesville oh,34745915,TEACHER,0.8602802753448486,BANKING,17189156,HEALTHCARE,0.8602004647254944,34594746,0.857857882976532
KOHLS,part time retail sale associate,17189156,BANKING,0.9432699084281921,SALES,19156751,ACCOUNTANT,0.9325011372566223,28939941,0.9312552809715271
choice recovery example,coach,50328713,ENGINEERING,0.7080375552177429,PUBLIC-RELATIONS,22455205,AVIATION,0.6971319913864136,24668861,0.6960293650627136
YAI,therapeutic coach team lead,11847784,HR,0.9057539701461792,HEALTHCARE,15636923,FITNESS,0.9008818864822388,28669770,0.8992013931274414
Orthodox Union,direct support professional job coach,13520837,HR,0.9032443761825562,ADVOCATE,74191424,FITNESS,0.8969204425811768,28669770,0.8968020677566528
Angott Search Group,human resource director,34740556,HR,0.9390736818313599,HR,18316239,HR,0.9364188313484192,13879043,0.9361903667449951
Total Quality Logistics,human resource manager,39081840,HR,0.9515175223350525,HR,34740556,HR,0.9495329856872559,18316239,0.9487201571464539
Jostin Construction,director human resource,16877897,HR,0.9381627440452576,HR,59962788,HR,0.9320036172866821,13879043,0.9315489530563354
Greater Cincinnati Foundation,director human resource,13879043,HR,0.9592496752738953,HR,17412079,HR,0.9579048156738281,16877897,0.9542121887207031
"Menard, Inc",human resource coordinator,21796843,BANKING,0.9412745833396912,HR,25676643,HR,0.940881609916687,24508725,0.940693199634552
Crane Co.,hr director america,13879043,HR,0.9567071199417114,HR,17412079,HR,0.9557039737701416,17812897,0.954555332660675
Aveda Institutes,human resource generalist,24508725,HR,0.9454053640365601,HR,80162314,HR,0.9442549347877502,39081840,0.943544328212738
strategic HR inc.,customer channel service representative,35474904,ADVOCATE,0.9393966197967529,HEALTHCARE,34594746,HEALTHCARE,0.9387791156768799,41910253,0.9369794130325317
Shake Shack,construction project manager remote,27243670,CONSTRUCTION,0.9541321992874146,HR,26289308,CONSTRUCTION,0.9531629085540771,12826414,0.9523511528968811
Barry-Wehmiller Design Group,3 construction project manager remote industrial structure,28628090,ENGINEERING,0.9665964245796204,APPAREL,20905088,CONSTRUCTION,0.9664705991744995,10281555,0.9603668451309204
Scandinavian Tobacco Group,construction project manager remote,16203589,CONSTRUCTION,0.9623722434043884,CONSTRUCTION,22718826,CONSTRUCTION,0.9599624276161194,25656981,0.9575518369674683
CircusTrix,construction project manager remote,16203589,CONSTRUCTION,0.9679521918296814,FINANCE,28973180,CONSTRUCTION,0.9679084420204163,10281555,0.9649375677108765
The Emily Program,construction project manager remote,16203589,CONSTRUCTION,0.9540238380432129,CONSTRUCTION,10281555,CONSTRUCTION,0.9473122954368591,51638201,0.945675253868103
Cushman & Wakefield,project manager construction manager remote project,19364677,CONSTRUCTION,0.9403871297836304,CONSTRUCTION,15721849,ENGINEERING,0.9358187317848206,49127329,0.932871401309967
Raymond Search Group,remote flex construction project manager,35474904,ADVOCATE,0.9548783898353577,ADVOCATE,38698573,HR,0.9519261121749878,39650734,0.9512573480606079
CBRE,construction project manager remote detroit cleveland,68781345,BANKING,0.9387155175209045,CONSULTANT,11415967,BANKING,0.9369228482246399,18457785,0.9327797889709473
Blackrock,real estate investment management associate monsey,18824120,BANKING,0.9366057515144348,ACCOUNTANT,15363277,FINANCE,0.9313713908195496,12858898,0.9283767938613892
Creative Financial Staffing (CFS),senior financial analyst,28969385,ACCOUNTANT,0.9309687614440918,HEALTHCARE,24550866,FINANCE,0.9249881505966187,11877150,0.9233662486076355
Optm,sr software engineer networking remote,22450718,INFORMATION-TECHNOLOGY,0.9355481863021851,ENGINEERING,12472574,INFORMATION-TECHNOLOGY,0.9341526031494141,46260230,0.9336051940917969
GitHub,grc product risk analyst remote,13964744,BPO,0.9708419442176819,HEALTHCARE,41910253,FITNESS,0.9697895050048828,12938389,0.9693613052368164
"NITYA Software Solutions, Inc.",window packaging engineer,41152404,BPO,0.9285293221473694,CONSULTANT,11020140,DESIGNER,0.9245998859405518,26790545,0.9213907122612
Tempus,engineering lead analytics platform,12011623,ENGINEERING,0.9479405283927917,CONSULTANT,88907739,BPO,0.9397097826004028,13964744,0.9356151223182678
"Holman Frenia Allison, PC",holman frenia allison pc hiring audit staff accountant job,28969385,ACCOUNTANT,0.9641072750091553,ACCOUNTANT,21853199,ACCOUNTANT,0.9636582732200623,29050809,0.9607624411582947
Church & Dwight Careers,accounting clerk,28969385,ACCOUNTANT,0.9296442866325378,ACCOUNTANT,23513618,ACCOUNTANT,0.9227229356765747,18132924,0.9222326278686523
First Commerce Bank,senior accountant banking lakewood,28969385,ACCOUNTANT,0.9497745037078857,ACCOUNTANT,37370455,ACCOUNTANT,0.9466187953948975,53640713,0.9458325505256653
Spherion,audit staff accountant,14449423,ACCOUNTANT,0.9670360088348389,ACCOUNTANT,28969385,ACCOUNTANT,0.9669883847236633,49204385,0.9652733206748962
Beech Valley Solutions,assurance senior public accounting,84356308,FINANCE,0.9408116936683655,ACCOUNTANT,15592167,ACCOUNTANT,0.9393993020057678,28969385,0.9361075162887573
Vita Healthcare Group,accountant,28969385,ACCOUNTANT,0.9589172601699829,ACCOUNTANT,14055988,FINANCE,0.9579674601554871,15792052,0.9557773470878601
Robert Half Accountemps,accountant,49204385,ACCOUNTANT,0.907830536365509,ACCOUNTANT,29050809,ACCOUNTANT,0.8982188105583191,28969385,0.8973014950752258
Resource Solutions,business development specialist,13964744,BPO,0.9579324722290039,HR,27847081,HEALTHCARE,0.9578137397766113,34594746,0.9560143947601318
Care365 Homecare,business development associate,13520837,HR,0.9345704317092896,HR,18155310,HR,0.9309104681015015,39650734,0.9308712482452393
Stand 8 Technology Services,business development manager talent technology solution,18297650,HR,0.9395332932472229,HR,13520837,TEACHER,0.9355128407478333,66683238,0.9318265914916992
City Wide Facility Solutions,business development specialist,23063986,FITNESS,0.9536336064338684,HR,26780935,SALES,0.9517855644226074,15918496,0.9510203003883362
First Solar,business development sale analyst ii,28939941,ACCOUNTANT,0.9673442840576172,SALES,15581242,SALES,0.9668706059455872,29134721,0.9653821587562561
European Recruitment,business development manager monsey,18208580,BANKING,0.9546616673469543,PUBLIC-RELATIONS,11902276,BANKING,0.9515095353126526,25162378,0.9506083726882935
GLG,manager business development,12504278,AVIATION,0.9510821104049683,ADVOCATE,35474904,ACCOUNTANT,0.9507269859313965,28939941,0.9498685002326965
Carta,business development manager private equity,18208580,BANKING,0.9528776407241821,FITNESS,35164503,BUSINESS-DEVELOPMENT,0.9523825645446777,29208172,0.9521424770355225
Direct TV,sr manager business development,24946537,ADVOCATE,0.9344305396080017,CHEF,11209758,CONSULTANT,0.9321993589401245,80527194,0.93216472864151
Legal Marketing And Staffing,information technology system administrator,83338413,ARTS,0.9375119209289551,INFORMATION-TECHNOLOGY,24038620,INFORMATION-TECHNOLOGY,0.9363173246383667,27372171,0.9352448582649231
TPD® Workforce & HR Solutions,system administrator brooklyn ny,24038620,INFORMATION-TECHNOLOGY,0.961054801940918,DIGITAL-MEDIA,21125113,INFORMATION-TECHNOLOGY,0.9586003422737122,27295996,0.958175539970398
Vera Institute of Justice,system administrator brooklyn ny,18784594,HEALTHCARE,0.9456900954246521,HEALTHCARE,29134372,AUTOMOBILE,0.9456680417060852,91515108,0.9449751377105713
"Core BTS, INC.",network system administrator site remote,17641670,INFORMATION-TECHNOLOGY,0.9621806740760803,INFORMATION-TECHNOLOGY,24913648,CONSULTANT,0.9566402435302734,14593060,0.9530739784240723
Dwight School,network system administrator,17641670,INFORMATION-TECHNOLOGY,0.9557961225509644,ARTS,83338413,CONSULTANT,0.9550364017486572,11020140,0.9543015360832214
Corning Federal Credit Union,system administrator ii,24322804,ENGINEERING,0.9187182188034058,SALES,29134721,INFORMATION-TECHNOLOGY,0.9183400273323059,22450718,0.9183269739151001
Marcus & Millichap,network system admin,17641670,INFORMATION-TECHNOLOGY,0.9561440944671631,CONSULTANT,14593060,INFORMATION-TECHNOLOGY,0.9546605944633484,24913648,0.9523475766181946
Brooklyn Public Library,system administrator,22450718,INFORMATION-TECHNOLOGY,0.9683270454406738,HR,27847081,HEALTHCARE,0.9663815498352051,34594746,0.9662112593650818
AHRC New York City,system administrator,11020140,CONSULTANT,0.9625689387321472,INFORMATION-TECHNOLOGY,22450718,INFORMATION-TECHNOLOGY,0.962278425693512,17641670,0.9570351243019104
TBC Retail Group,regional sale manager,40792022,BUSINESS-DEVELOPMENT,0.9473214745521545,FINANCE,18975686,BUSINESS-DEVELOPMENT,0.9446069002151489,26278597,0.9421473145484924
AM Retail Group - Karl Lagerfeld Paris,assistant sale manager full time,22391901,ADVOCATE,0.9464640021324158,ARTS,34304175,HEALTHCARE,0.9444225430488586,60624892,0.9426472783088684
Work With Your Handz,service manager,11183737,BPO,0.9366589784622192,HEALTHCARE,41910253,ENGINEERING,0.9336994886398315,19612167,0.9300596117973328
ProActivate,regional sale manager,10984392,CONSULTANT,0.9260668754577637,SALES,29928796,BUSINESS-DEVELOPMENT,0.9259029626846313,27850777,0.9257567524909973
Syntax Systems Ltd,regional sale director sap ne united state,13520837,HR,0.9228000044822693,TEACHER,66683238,TEACHER,0.9226857423782349,99244405,0.9226670861244202
AVer USA,regional sale manager video conferencing east,24544244,AVIATION,0.9560061097145081,ACCOUNTANT,28939941,SALES,0.954422116279602,18368613,0.9516839981079102
PNC Financial Services Group,sale leader business banking sale manager,11902276,PUBLIC-RELATIONS,0.9637524485588074,SALES,18171955,BANKING,0.9600098729133606,18208580,0.9586960673332214
LG Electronics North America,regional sale manager air solution ne,11902276,PUBLIC-RELATIONS,0.9624486565589905,CONSULTANT,10984392,BANKING,0.9622293710708618,18208580,0.959957480430603
Nancy Hill Agency,licensed insurance agent remote executive sale manager,12504278,AVIATION,0.9422822594642639,BANKING,17189156,ADVOCATE,0.9385932087898254,35474904,0.9373680353164673
Gallin Associates,sale leader,18805506,BANKING,0.9449485540390015,FINANCE,58165257,SALES,0.9436556696891785,18368613,0.9435869455337524
CreateMe,senior director finance,28969385,ACCOUNTANT,0.9438186287879944,ACCOUNTANT,19446337,FINANCE,0.9418767690658569,14722634,0.9418073892593384
Project FIND,director finance,32308556,HR,0.9414359331130981,HEALTHCARE,60624892,CONSULTANT,0.9333009123802185,12955994,0.9329548478126526
Eastern Union,financial analyst,28969385,ACCOUNTANT,0.9419296383857727,ACCOUNTANT,15592167,HEALTHCARE,0.9408171772956848,18365443,0.9393752217292786
Flywheel Technologies,vp finance east meadow,28969385,ACCOUNTANT,0.9543212056159973,FINANCE,14722634,CONSULTANT,0.9537146687507629,88691367,0.9516662955284119
The Execu - Search Group,director fp corporate finance,66683238,TEACHER,0.9314535856246948,ENGINEERING,11890896,BUSINESS-DEVELOPMENT,0.9262802600860596,25397102,0.9240262508392334
Montefiore Health System,director financial business management freeport,60624892,HEALTHCARE,0.9474438428878784,FITNESS,37087824,AVIATION,0.9438799023628235,16279537,0.9426304697990417
Utica Mutual Insurance Company,chief financial officer,14722634,FINANCE,0.9583002924919128,ACCOUNTANT,28969385,ACCOUNTANT,0.9575743079185486,23513618,0.9569481611251831
Scotiabank,associate director global capital market documentation gbm,24508725,HR,0.9551408290863037,CONSULTANT,12955994,ARTS,0.9549861550331116,41950126,0.9539134502410889
Bennett Gaynor ,furniture product sale liasion,24516163,APPAREL,0.9390439391136169,APPAREL,71767359,SALES,0.9380615949630737,36970996,0.9367052316665649
Central Office,data analyst manager,22450718,INFORMATION-TECHNOLOGY,0.9517406821250916,HEALTHCARE,18365443,HEALTHCARE,0.9489042162895203,18949843,0.9474942684173584
Montblanc,manager data analytics,42156237,DIGITAL-MEDIA,0.9089413285255432,CONSULTANT,21156767,INFORMATION-TECHNOLOGY,0.9062011241912842,30223363,0.9012951254844666
Michael Page International,data analyst manager,24610685,SALES,0.9297383427619934,AUTOMOBILE,28790806,DIGITAL-MEDIA,0.9292519092559814,42156237,0.9211748242378235
StrongArm Technologies,senior data analyst,42156237,DIGITAL-MEDIA,0.9490233659744263,CONSULTANT,21156767,ENGINEERING,0.9466166496276855,12011623,0.9442158937454224
Facebook App,analytics manager,66683238,TEACHER,0.9578546285629272,SALES,29134721,ACCOUNTANT,0.9478232860565186,28939941,0.9470775127410889
Publicis Sapient,marketing analytics manager,69181350,CONSULTANT,0.9217084050178528,DIGITAL-MEDIA,80679862,ACCOUNTANT,0.9211289286613464,28939941,0.9161093831062317
"Rising Ground, Inc",data management analyst netsmart,22450718,INFORMATION-TECHNOLOGY,0.9452293515205383,CONSULTANT,11020140,ARTS,0.9442352056503296,83338413,0.9418648481369019
Illumina,associate project manager ivd product development san diego ca,68781345,BANKING,0.944363534450531,BPO,13964744,INFORMATION-TECHNOLOGY,0.943759560585022,27485716,0.9404118061065674
Amazon,sr product marketing manager growth music industry,25162378,BANKING,0.9646374583244324,DIGITAL-MEDIA,25038571,BUSINESS-DEVELOPMENT,0.9641637206077576,29825044,0.9578094482421875
"Amazon.com Services, Inc.",marketing program manager b2b,25162378,BANKING,0.9466333985328674,DIGITAL-MEDIA,80679862,ACCOUNTANT,0.9452059864997864,28939941,0.9449690580368042
United Nations Federal Credit Union,system analyst appserver admin,11020140,CONSULTANT,0.9749755859375,INFORMATION-TECHNOLOGY,22450718,ENGINEERING,0.969338059425354,12472574,0.9649901986122131
Hispanic Outlook,administrative executive assistant building operation,41910253,HEALTHCARE,0.9444247484207153,TEACHER,66683238,HEALTHCARE,0.9362226724624634,15636923,0.9350908994674683
Toll International LLC,office administrator,24184357,HR,0.9570805430412292,HR,27847081,ACCOUNTANT,0.9570211172103882,14496667,0.9551752209663391
Executive Excellence,academic dean voice charter school,20399718,TEACHER,0.9566950798034668,TEACHER,28933005,TEACHER,0.9538795948028564,12467531,0.9521265029907227
Clinical Management Consultants,assistant rn manager telemetry night shift,26456474,ADVOCATE,0.9251583218574524,ACCOUNTANT,80053367,ADVOCATE,0.9152486324310303,27182111,0.9147593379020691
Walter P Moore,project management administrator,16203589,CONSTRUCTION,0.9456894993782043,DESIGNER,12547982,TEACHER,0.9425585269927979,27798860,0.9424712657928467
Queens Surgical Center,nurse administrator,26456474,ADVOCATE,0.9389393329620361,HEALTHCARE,56520872,FITNESS,0.934288740158081,77266989,0.9334183931350708
Physician Affiliate Group of NY,administrative assistant,24588864,ADVOCATE,0.9436538815498352,ACCOUNTANT,80053367,ARTS,0.942038893699646,24061629,0.9396075010299683
"SBM Management Services, LP",site administrative assistant,27847081,HR,0.9534457325935364,AUTOMOBILE,14508237,FITNESS,0.9525871872901917,97123005,0.9506187438964844
IQVIA,sr hr business partner hybrid remote role,13879043,HR,0.943260133266449,HR,17412079,HR,0.9427282810211182,16877897,0.9422943592071533
DoorDash,senior hr business partner,13727873,PUBLIC-RELATIONS,0.9613938927650452,HR,18557164,BUSINESS-DEVELOPMENT,0.961378812789917,59696315,0.9583138823509216
Scale,hr generalist,41910253,HEALTHCARE,0.95688796043396,TEACHER,66683238,HR,0.9444462656974792,27847081,0.9438657760620117
Nielsen,hr initiative program lead remote,29134721,SALES,0.9547582864761353,TEACHER,66683238,HR,0.9534358978271484,13879043,0.9511917233467102
Veterans Health Administration,federal nursing assistant inpatient mental health west,16356151,HEALTHCARE,0.9554065465927124,ACCOUNTANT,80053367,ADVOCATE,0.9542131423950195,46772262,0.9537768363952637
"Veterans Affairs, Veterans Health Administration",nursing assistant inpatient mental health,46349752,HEALTHCARE,0.9632037281990051,HEALTHCARE,16132195,CHEF,0.959831953048706,15180322,0.9596389532089233
"Veterans Health Administration, Department of Veterans Affairs",nursing assistant inpatient mental health,46349752,HEALTHCARE,0.9702795743942261,HEALTHCARE,31395710,HEALTHCARE,0.9692501425743103,16132195,0.9654117226600647
The Hire Mark,sylmar certified nursing assistant cna psychiatric lockdown,46349752,HEALTHCARE,0.95677250623703,HEALTHCARE,16356151,ACCOUNTANT,0.9562074542045593,80053367,0.9534581303596497
US Veterans Health Administration,nursing assistant inpatient mental health,46349752,HEALTHCARE,0.9513770341873169,HEALTHCARE,31395710,ADVOCATE,0.9437318444252014,46772262,0.9428122043609619
Meadowbrook Behavioral Health,certified nursing assistant,37374340,HEALTHCARE,0.8700668811798096,HEALTHCARE,15636923,ADVOCATE,0.8695451617240906,14064815,0.8657385110855103
Sutter Health,nurse practitioner icu davy pd,16121387,HEALTHCARE,0.9622668027877808,HEALTHCARE,16356151,HEALTHCARE,0.9547730684280396,28670024,0.9546874165534973
Marina del Rey,mental health worker cna full time night,10969918,FITNESS,0.9019148349761963,HEALTHCARE,91478356,HEALTHCARE,0.8966252207756042,46349752,0.8941824436187744
The Carrington Team,real estate agent training provided,38087844,SALES,0.9465748071670532,SALES,18171955,BANKING,0.9437570571899414,18208580,0.9431217312812805
Marcus and Millichap,entry level commercial real estate agent,28939941,ACCOUNTANT,0.9330916404724121,HR,18297650,PUBLIC-RELATIONS,0.9258694052696228,11902276,0.924278974533081
Keller Williams Realty,real estate agent training provided,30709029,BPO,0.9385403394699097,SALES,38087844,FINANCE,0.9377182722091675,29648950,0.9362694025039673
BH Properties,realtor,30999638,DIGITAL-MEDIA,0.9233664870262146,HR,18155310,AVIATION,0.9222497344017029,24544244,0.9212798476219177
EXIT Realty Top Properties NY,real estate agent,30709029,BPO,0.9271236062049866,SALES,38087844,FINANCE,0.9079182744026184,29648950,0.9077787399291992
Riseboro Community Partnership,vp real estate,14849103,CONSTRUCTION,0.9398324489593506,BANKING,11842348,BANKING,0.9358367919921875,18208580,0.9348682761192322
Venezia Realty Group LLC,real estate agent,50328713,ENGINEERING,0.7080375552177429,PUBLIC-RELATIONS,22455205,AVIATION,0.6971319913864136,24668861,0.6960293650627136
Creative Real Estate Pros Rr,creative real estate agent nyc train,34146825,ARTS,0.968062162399292,ARTS,20148147,SALES,0.9670365452766418,33236701,0.965084969997406
Highline Residential Technology,real estate agent,24544244,AVIATION,0.9227949976921082,ADVOCATE,22391901,SALES,0.921183168888092,38087844,0.92090904712677
"11 Jo-Ann Stores Support Center, Inc.",coordinator customer care center,34594746,HEALTHCARE,0.9454952478408813,ADVOCATE,35474904,ARTS,0.9433187246322632,83338413,0.9413610696792603
PNC Bank,investment service partner customer service rep remote option,33370664,BANKING,0.9644122123718262,ADVOCATE,35474904,ADVOCATE,0.9618906378746033,11773767,0.9600428938865662
"FASTSIGNS® OF DOWNTOWN CLEVELAND, OH",customer service representative inside sale,29865476,DESIGNER,0.9646080136299133,AVIATION,24544244,ADVOCATE,0.963253378868103,35474904,0.9619852304458618
Embrace Pet Insurance,customer care embracer,33370664,BANKING,0.940625011920929,ADVOCATE,35474904,ADVOCATE,0.9372943043708801,14064815,0.9370290637016296
National Asset Recovery Specialists,customer support specialist,97123005,FITNESS,0.9585627317428589,SALES,14267489,HR,0.9566450715065002,29149998,0.9561033248901367
Staffing Solutions Enterprises,editor remote onsite,14267489,SALES,0.9321936964988708,DESIGNER,21283733,SALES,0.9312626123428345,29134721,0.9303444027900696
Angi,director strategy operation,13964744,BPO,0.9627090692520142,ENGINEERING,28628090,SALES,0.9602253437042236,29134721,0.9589925408363342
Resilience,sr director head strategy business operation,27485716,INFORMATION-TECHNOLOGY,0.9666659235954285,INFORMATION-TECHNOLOGY,13405733,BANKING,0.9645959138870239,68781345,0.9641756415367126
RSM US LLP,management consulting director strategy operation san,16279537,AVIATION,0.9434037208557129,BPO,13964744,HR,0.9420298933982849,59962788,0.9415829181671143
Alliance Healthcare Foundation,sr director strategy external relation,27165830,HR,0.945780873298645,BANKING,21796843,AUTOMOBILE,0.9447191953659058,91515108,0.9443901777267456
Circle,manager business strategy operation,95382114,BUSINESS-DEVELOPMENT,0.9510319232940674,BUSINESS-DEVELOPMENT,59696315,CONSULTANT,0.9505027532577515,49777184,0.9481384754180908
Qualcomm,director sr director strategic operation management product,29208172,BUSINESS-DEVELOPMENT,0.9754920601844788,BANKING,17818707,BUSINESS-DEVELOPMENT,0.9748203754425049,95382114,0.974107027053833
ServiceNow,staff strategic operation manager,13964744,BPO,0.9313621520996094,BANKING,68781345,BUSINESS-DEVELOPMENT,0.9304847121238708,25397102,0.9283687472343445
Sunrise Systems Inc,project manager strategy operation transformation lead,31016926,CONSULTANT,0.954643189907074,CONSULTANT,49777184,BUSINESS-DEVELOPMENT,0.9527673125267029,95382114,0.9518014788627625
Rocket Pharmaceuticals,vice president head global medical affair,19108760,ADVOCATE,0.9397015571594238,HEALTHCARE,60624892,HEALTHCARE,0.9391322731971741,23617240,0.9338850975036621
GPAC,pca esa phase 1 2 vice president,30344127,APPAREL,0.9455863833427429,AVIATION,36727173,CHEF,0.9439602494239807,32605413,0.9407033920288086
Spire Learning,vice president sr director business development cme,41910253,HEALTHCARE,0.9605419039726257,TEACHER,66683238,HEALTHCARE,0.958268404006958,16121387,0.9553542137145996
Molina Healthcare,vp healthcare service,60624892,HEALTHCARE,0.9649889469146729,HEALTHCARE,33803142,HEALTHCARE,0.9609097242355347,28423028,0.9580962657928467
Pepper Pike Capital Partners LLC,vice president operation indianapolis st louis,11480899,HR,0.9465638399124146,HR,27165830,AVIATION,0.9462832808494568,23761385,0.9454543590545654
