Job Description Index,Company Name,Position Title,Top_1_Resume_ID,Top_1_Similarity,Top_2_Resume_ID,Top_2_Similarity,Top_3_Resume_ID,Top_3_Similarity
508,Staffing Solutions Enterprises,Editor (Remote or Onsite),21125113,0.79805464,26790545,0.79140353,11020140,0.7912754
509,Angi,"Director, Strategy & Operations",13964744,0.9142364,29134721,0.90080273,18365443,0.8989243
510,Resilience,Sr. Director/Head of Strategy and Business Operations,13405733,0.9208461,29208172,0.9144741,88907739,0.91346836
511,RSM US LLP,Management Consulting Director- Strategy and Operations (San...,21038022,0.8518785,29134721,0.83610404,13964744,0.8348125
512,Alliance Healthcare Foundation,Sr. Director of Strategy & External Relations,41523474,0.8407277,18557164,0.84037626,32308556,0.8383975
513,Circle,"Manager, Business Strategy And Operations",69181350,0.91975665,27917969,0.8913724,59696315,0.8891078
514,Qualcomm,"Director / Sr Director, Strategic Operations Management (Product ...",25162378,0.91588104,27917969,0.9140833,95382114,0.9135182
515,ServiceNow,Staff Strategic Operations Manager,88907739,0.8777766,29208172,0.87599915,21867728,0.87109613
516,Sunrise Systems Inc,Project Manager - Strategy & Operations Transformation Lead,25101183,0.8348881,93653247,0.83027047,25162378,0.82982194
517,Rocket Pharmaceuticals,"Vice President, Head of Global Medical Affairs",60624892,0.86846036,19108760,0.82466954,39237915,0.8215065
518,GPAC,PCA & ESA (Phase 1 & 2) Vice President,25080805,0.7628567,11415967,0.7625605,32605413,0.74171376
519,Spire Learning,Vice President/Sr. Director Business Development - CME,17818707,0.88159645,12955994,0.869184,26173524,0.85933816
520,Molina Healthcare,"VP, Healthcare Services",60624892,0.8815663,12955994,0.8627357,32308556,0.85738826
521,Pepper Pike Capital Partners LLC,Vice President of Operations - Indianapolis & St. Louis,17818707,0.87799335,28939941,0.8680314,18208580,0.8670863
522,Cynet Systems,Senior Embedded C++ Developer,85101052,0.8446138,27152464,0.8364121,11020140,0.83566964
523,"Technology Consulting, Inc.",C++ Embedded Engineer,25207620,0.8181013,85101052,0.81537366,27152464,0.79148924
524,Talent Search PRO,"Specialist, Embedded C++ Software Engineer",21038022,0.842137,22450718,0.84063506,27152464,0.83688354
525,Forward Air,Owner Operators Just Announced: Largest rate increase in Forward...,19147947,0.74301887,17704246,0.7388135,11797122,0.7384709
526,Red Robin,Hosts / Hostesses,13367322,0.8019806,21595057,0.7987633,29992154,0.78798854
527,SYNERGY HomeCare of Clifton-Secaucus,Astonishing Homecare Drivers,33370664,0.83710146,37374340,0.8309034,20604208,0.8267637
528,ClearanceJobs,C++ Embedded Engineer with Security Clearance,27152464,0.8623396,85101052,0.8590473,36856210,0.85633004
529,Randstad Technologies,Software Engineering,27152464,0.8453269,31169070,0.84256315,70089206,0.8422948
530,Provident Bank,Banking Center Supervisor,17189156,0.93708634,24544244,0.93362975,38225199,0.89778054
531,Digital Performance Marketing Group,Application Development -L6,85101052,0.82964337,27152464,0.8060502,25207620,0.79547566
532,Build Zoom,Project Manager,28939941,0.8235779,69181350,0.8235409,18297650,0.8130097
533, Johnson Creek Development,Commercial Construction Manager,15721849,0.88726735,32773331,0.8864058,22718826,0.8849595
534,DeliverHealth,Corporate Recruiter (Remote),18297650,0.9433123,13727873,0.86656356,13879043,0.8577731
535,Axon,Technical Sourcing Recruiter (US Remote),18297650,0.8993769,13879043,0.83742476,17412079,0.83067125
536,CareRev,Corporate Recruiter,10228751,0.8694421,13520837,0.8690836,16877897,0.85955846
537,GoDaddy,Senior Tech Recruiter (Remote),18297650,0.88360846,28939941,0.8520828,13727873,0.8313715
538,Oomnitza,Full-Cycle Recruiter (Remote),18297650,0.91521263,13727873,0.85420847,41523474,0.84264624
539,DISQO,Senior Corporate Recruiter (Contract) - (Remote - US),18297650,0.9067471,28939941,0.8813305,13879043,0.8513931
540,Edlabs,Data Analytics Senior Mangager,12011623,0.8656701,11813872,0.818717,13964744,0.8075768
541,MCPc,Marketing Intern,28939941,0.89562654,68781345,0.89241874,19497420,0.8913524
542,Absolutely Amazing Travel,Marketing Intern,81508860,0.84856814,16276121,0.83850837,20986595,0.8237748
543,AEG,Marketing Communications Intern - Fall 2023,81508860,0.87552994,37913536,0.86523587,11850315,0.8526822
544,Cleveland Metroparks,Marketing Intern,41910253,0.84907377,24588864,0.82692367,35474904,0.8199331
545,Health Action Council Ohio,Marketing & Communications Intern,81508860,0.83927333,14910300,0.82344455,89740812,0.81945956
546,Biblionasium.com,Digital Marketing Internship at EdTech Start-up,85421438,0.8653604,15479281,0.8610039,80679862,0.85045254
547,Matthews Real Estate Investment Services™,Sales Intern (CLE),28939941,0.88303417,18297650,0.85816896,18208580,0.85808134
548,Great Lakes Publishing,Advertising Design Intern - 2022,89740812,0.8301113,26046064,0.8214859,21283733,0.81250155
549,JB Associates,Social Media and Marketing Intern,28939941,0.74287343,18297650,0.71810204,16276121,0.7137729
550,Behaviorally,VP Client Development,28939941,0.8622234,11902276,0.82285947,19108760,0.8203306
551,Digitas North America,"Senior Analyst, ECommerce, Search Marketing",69181350,0.9003801,28939941,0.8996023,25162378,0.89551353
552,Aspire Partners USA,Fractional CEO - B2B - Remote,39142536,0.86035,35164503,0.8602967,11842348,0.8588087
553,CECP,Executive Assistant to the CEO,28939941,0.89635676,99244405,0.8701598,68781345,0.8534757
554,Juno Search Partners - Open Positions,Executive Assistant to CEO,29134721,0.83939964,24038620,0.82775885,31111279,0.814561
555,New York Public Radio,Chief Executive Officer,59696315,0.8624037,16276121,0.845682,25162378,0.81825495
556,Handshake,"Senior Strategy Lead, Office of the CEO",69181350,0.8997541,25162378,0.8878637,59696315,0.877912
557,Juliet,CEO/Co-Founder,69181350,0.87583876,59696315,0.8743094,25162378,0.8670774
558,ChatterBoss,Executive Assistant to CEO at Chartis Federal (Hybrid: Remote ...,23323001,0.827416,93436805,0.81486976,12695799,0.8144237
559,Systems Administrator,"The Judge Group  New York, NY",11020140,0.88645387,21366189,0.86234635,38457612,0.86026716
560,Adorama,Systems Administrator,39413067,0.86819303,17641670,0.8659084,15791766,0.86582446
561,Talent,Sr. System Administrator,21366189,0.8927332,93349646,0.8734633,11020140,0.86733603
562,"The Computer Merchant, Ltd",Systems administrator,17641670,0.86918676,11020140,0.8657383,22450718,0.8645662
563,Penske Media Corporation,Systems Administrator,10839851,0.8673943,14593060,0.8668827,38457612,0.8624883
564,Imagine     United States Remote,Business Development Executive,59696315,0.9434982,25162378,0.9225087,69181350,0.9169762
565,YipitData,Business Development Executive,28939941,0.88734555,11902276,0.88299394,18208580,0.88138926
566,Usc Consulting Group Lp,Business Development Executive /Remote with Travel/ - with Growth...,59696315,0.9208075,29208172,0.8935307,17132168,0.89153636
567,NBA (National Basketball Association),"Global Business Development, Business Solutions Specialist",29825044,0.9176078,25162378,0.9104733,28939941,0.9054103
568,"Mackinnon Bruce International (Staffing Agency)   New Jersey, United States   Hybrid",Senior Accountant,28969385,0.9251739,37370455,0.9143857,21338490,0.9107222
569,"Atlantic Group (Staffing Agency)  Monmouth County, NJ On-site ",Assistant Controller- Construction Industry,21338490,0.91498315,25867805,0.9093242,23513618,0.90631956
570,Liberty Mutual Insurance  United States    Remote,Sr Accountant,12938389,0.8626739,20253563,0.8609079,21645690,0.8538391
571,LHH,Assistant Controller,20918464,0.8729636,20253563,0.84214497,59818742,0.84163606
572,"CoventBridge Group  Columbus, OH On-site",Investigator - Network Services,24588864,0.8051579,19616406,0.7835878,24508725,0.7818988
573,U.S. Secretary of the Treasury,Criminal Investigator (Special Agent),89049979,0.84647375,14626780,0.75514925,30813919,0.74712
574,MSI Systems Corp.,"Senior Accountant - Florham Park, NJ",28969385,0.9003959,25867805,0.8912853,37370455,0.88993394
575,"Tractor Supply Company    Ohio, United States   Remote ", Construction Project Manager,16203589,0.87162167,32773331,0.8513151,11415967,0.8419655
576,Harris    United States    Remote,Construction Project Manager,24322804,0.78508824,16203589,0.7847168,28815362,0.77334505
577,Redfin,Real Estate Agent - Cleveland (Future Opportunities),24544244,0.81706715,35474904,0.8147091,10228751,0.8097832
578,Tier2Tek Real Estate Jobs,"Real Estate Sales Agent (Draw + Commission) Remote - Cleveland, OH",19108760,0.7803347,10329506,0.77926886,18208580,0.77840686
579,RED Diamond Realty,Real Estate Agent,24544244,0.799644,17189156,0.7885667,41910253,0.76969314
580,Triv Team,Entry Level Real Estate Agent,17602815,0.7794518,30709029,0.76307505,11266906,0.74864864
581,Divvy Homes,Senior Real Estate Agent (Cleveland),11266906,0.7741474,10329506,0.7671939,10464113,0.7658607
582,City National Bank    United States    Remote,Card Fraud/Servcg Spec,35474904,0.8544416,27496514,0.8535307,27030979,0.83917135
583,Jack Henry & Associates  United States    Remote ,Remote Fraud Support Call Center Representative (CCC),14146106,0.88259447,12504278,0.87026346,24230851,0.8645526
584,Johns Hopkins Medicine,Youth Career Coach,29926588,0.81156117,21868149,0.7991694,13296856,0.7860967
585,Jewish Community Services,Career Coach,28939941,0.860656,18297650,0.8576684,13727873,0.81968355
586,Columbia University,Executive Assistant - Cardiology,24588864,0.85790575,41910253,0.84245455,24544244,0.83541226
587,Directv,Executive Assistant,22861181,0.8640699,21782152,0.85904944,39650734,0.8474035
588,Lear Corporation,Customer Service Representative,34594746,0.904452,17095812,0.9028106,19938081,0.8975234
589,Rockland,E-Commerce Account Manager,12955994,0.88305396,80527194,0.8744637,27710853,0.8678749
590,New York & Company,Sr. Manager E-Commerce Operations (Monsey),13964744,0.8719013,29134721,0.8595352,32965335,0.8337223
591,Allegion Plc,"Senior Director, Sales - Retail & E-Commerce (Monsey)",25162378,0.9363332,95382114,0.92528385,21867728,0.91273284
592,MSNBC,"Vice President, Marketing",16276121,0.856446,81508860,0.8466784,21867728,0.8424685
593,"Localize.city, Inc.",VP Marketing,25162378,0.9088366,16276121,0.90881574,21867728,0.9058902
594,BlackRock,"Integrated Marketing, VP (Retirement Group)",16276121,0.9083897,21867728,0.9043486,80679862,0.9021211
595,NBC,"Vice President, Marketing, MSNBC",16276121,0.8708428,81508860,0.8559822,80679862,0.8556337
596,Kashable,Vice president marketing,16276121,0.8986863,25162378,0.88828933,15423153,0.8828173
597,Citigroup Inc,"Senior Business Associate, VP",69181350,0.856699,16237710,0.8534055,11902276,0.84954876
598,Guggenheim Museum,"Associate, Corporate Development",28939941,0.87410355,23323001,0.87117326,32441790,0.8560257
599,Extell Development Company,Development Associate,28939941,0.8795645,18297650,0.8513144,25397102,0.8508276
600,The Asian American Foundation,Development Associate,23323001,0.9165994,39237915,0.8930402,32441790,0.8912794
601,REFORM Alliance,"Development Associate, Philanthropy",28939941,0.8089248,23323001,0.7965724,41523474,0.7686766
602,Propel,Business Development Associate,28939941,0.8931621,25162378,0.856367,59696315,0.851172
603,Azzure Home,Product Development Associate in NYC,26503829,0.8844853,62700506,0.8777174,27917969,0.86602306
604,Central Synagogue,Development Associate,11887930,0.76713216,12695799,0.76121044,28939941,0.7471378
605,Bank of America,Biotech Equity Research Associate,36107065,0.81434345,69181350,0.7963728,16237710,0.790409
606,Wedbush Securities,"Equity Research Associate, Biotechnology",41910253,0.8797734,24588864,0.85231745,24544244,0.8476828
607,BMO Capital Markets Corp.,Equity Research Associate - Biotechnology,28939941,0.8225012,25397102,0.8199094,69181350,0.8111023
608,Testing,test,29926588,0.534512,21868149,0.51368207,54246169,0.5084504
609,"Salem Media of Ohio, Inc.",Broadcast Media Sales,25162378,0.9023665,16276121,0.8949957,28939941,0.8930695
610,Zebra Technologies,Dir Software Solutions Sales Senior,25162378,0.8878164,18208580,0.87962174,11902276,0.8737571
611,American Chemical Society,"Business Analyst, ACS Publications Sales",13964744,0.84640104,29134721,0.8185894,24038620,0.81337076
612,Tapestry,Art director,39252859,0.84342945,28629430,0.84004664,26046064,0.79414284
613,BET,Art Director,28629430,0.8171963,21283733,0.8171587,81508860,0.8038979
614,Group SJR,Senior Art Director,21283733,0.83978987,29825044,0.81508446,28629430,0.81292367
615,"Marsh & McLennan Companies, Inc.",Video Art Director,80679862,0.8757058,18354623,0.87220156,33893326,0.87211597
616,The Ohio State University Wexner Medical Center,Program Coordinator,33704389,0.86898094,18319061,0.8658013,22632070,0.861676
617,Columbus City Schools,Program Coordinator - Adult And Community Education,49285644,0.88125336,11152490,0.8804098,20138606,0.86908764
618,Steiner NYC LLC,Executive Assistant to CEO,41910253,0.869243,24588864,0.8425296,28745844,0.8280544
619,CA Department of Corrections & Rehabilitation,EXECUTIVE ASSISTANT,37087824,0.84891474,28745844,0.8357808,41910253,0.83131754
620,Fanatics,Executive Assistant - New York Office,29926588,0.534512,21868149,0.51368207,54246169,0.5084504
621,Mini-Circuits Job Opportunities,Executive Administrator,41910253,0.851195,24544244,0.84307003,28745844,0.8405242
622,Dealmed,Executive Assistant,28745844,0.85437554,41910253,0.8476176,67631413,0.82746327
623,LanceSoft Inc,Executive Assistant,50775901,0.72870266,29926588,0.7243215,27624540,0.7016901
624,ABC,Executive Assistant to President,29494962,0.84209037,91697974,0.8326505,37087824,0.8324479
625,Foot Locker,Sales Associate,13386301,0.8359006,11902276,0.82785904,15811992,0.82466483
626,Plantlife Cannabis,Sales Associate - Dalhousie,24544244,0.9053946,17189156,0.9047811,36970996,0.893656
627,Hertz,Customer Service Sales Associate,17189156,0.8958,24544244,0.876843,36970996,0.8663972
628,Urban Barn,Part-Time Sales Associate | Crowfoot,28867567,0.87125397,13386301,0.85710925,18975686,0.8484132
629,WOW! mobile boutique,Sales Associate Full Time - Market Mall,28939941,0.9015646,59696315,0.87522495,69181350,0.87364113
630,One Stop Convenience & Grocery Store,sales associate,11958994,0.86189985,58208591,0.8585678,23782450,0.8471513
631,EG -,Retail Sales Assistant,10189110,0.8369436,17704246,0.830093,99806115,0.8182235
632,Torrid,Sales Associate,17189156,0.87581116,31225895,0.8608521,29865476,0.8573477
633,"The TJX Companies, Inc.  Columbus, OH   On-site",Loss Prevention (LP) Detective,41910253,0.90333974,17781039,0.86263376,24544244,0.85344064
634,Equal Employment Opportunity Commission,Investigator Support Assistant (OA),22925443,0.82047564,24588864,0.8199895,59777056,0.8075286
635,Pickerington Local School District,Special education coordinator,18319061,0.8067641,17481570,0.79724205,18725071,0.7960494
636,Franklin University,"Field Placement Coordinator, School of Education",25926667,0.85952985,86597425,0.83507305,27090089,0.83384824
637,AMB,Data Entry Operator Remote (Remote),28745844,0.87452745,35474904,0.85740507,32219038,0.8472271
638,Armanino,Data Entry Specialist,22232367,0.8095631,22450718,0.80138147,11020140,0.7999064
639,"Dimech Services, Inc",Data Entry Operator - REMOTE,11020140,0.7674306,29524570,0.76407206,24038620,0.7461003
640,Rubber-Cal,Data Entry - Work from Home - International Applicants Accepted,24544244,0.83907497,41910253,0.81715024,17189156,0.79898673
641,Hallmark,Retail Sales Associate (part-time) - 162,24544244,0.8805721,34146825,0.8662945,36970996,0.8623774
642,Noble People,Content Creator,80679862,0.8488617,28939941,0.8381257,21283733,0.83774585
643,Major League Baseball,Live Content Creator (Seasonal),80679862,0.80471146,85421438,0.7997693,18354623,0.78841966
644,Bespoke Post,Social Content Creator (TikTok & Reels Specialist),15479281,0.8532503,80679862,0.833164,85421438,0.82261884
645,Michael Page International Inc.,Large Law Real Estate Associate Attorney,90629382,0.81317437,30127072,0.8112669,16172429,0.8106876
646,BCG Attorney Search,Commercial Litigation Attorney,34327438,0.7278966,28635795,0.70905507,26098594,0.70794
647,TrialSpark,Commercial Contracts Attorney,21782152,0.76528805,15100547,0.75937426,24184357,0.7523705
648,"HCA Healthcare  Jacksonville, FL On-site",Medical Office Specialist,32219038,0.82796335,17847636,0.8223014,36392131,0.8210751
649,"Baptist Health  Jacksonville, FL On-site","Office Specialist I, Behavioral Health, Full Time/Days",80053367,0.8896928,24061629,0.85236543,32219038,0.84560317
650,La-Z-Boy of Central NJ,Retail Furniture Sales Consultant,29928796,0.79463196,36970996,0.7849417,34146825,0.78410363
651,Rochester City School District,Principals - Secondary - Locations TBD,18319061,0.86156756,16210888,0.8472396,27529455,0.8433223
652,University of Rochester,Associate Professor/Professor (TBD) - 230572,54246169,0.82436055,54180474,0.822754,29926588,0.81737053
653,Motivate LLC,Assistant Manager,41910253,0.8902374,34304175,0.8668909,24544244,0.854634
654,ATLANTIS MANAGEMENT GROUP LLC,Assistant Manager- NYC,41910253,0.8877056,17189156,0.8625607,31225895,0.86040354
655,Estee Lauder Companies,"Assistant Manager, Social Media, La Mer",28939941,0.8125137,18557164,0.805767,16276121,0.800859
656,LULULEMON,"Assistant Manager, Operations | Nyc Downtown (Multiple Locations)",23761385,0.88201773,11480899,0.87795615,58048626,0.8747653
657,"HCA Florida Memorial Hospital​  Jacksonville, FL On-site",Patient Care Tech,46772262,0.8299569,25328428,0.8238335,37640804,0.82081765
658,"R1 RCM     Jacksonville, FL     On-site",Patient Access Representative,37374340,0.798671,14064815,0.78918,12938200,0.7756728
659,HCA Healthcare,Registrar,80053367,0.777534,37001381,0.73292935,15792052,0.73105836
660,State of Indiana,Clerical Assistant,32219038,0.83885705,24588864,0.83199596,25905275,0.82793534
661,Bosworth Hospitality Partners,File Clerk Remote,14267489,0.856458,14496667,0.826352,32385553,0.82622766
662,Knowledge Services,Admin/Clerical Recruiter,13520837,0.86450136,24508725,0.8593342,10228751,0.84938514
663,Sarcoma Foundation of America  United States   Remote,"Sr Mgr, Outreach and Engagement",38860712,0.8745466,27164756,0.8364344,19926135,0.8260027
664,Circle Medical - a UCSF Health Affiliate  United States   Remote ,Escalations Specialist - Customer/Patient Experience Coordinator - Full Time Contract/Remote,41910253,0.86972463,35474904,0.85706234,28745844,0.8511696
665,"Wyckoff Heights Medical Center  Brooklyn, NY 11237",Part-time   Patient Advocate,29926588,0.80180013,34033933,0.7775472,77266989,0.76270956
666,Veeva Systems,"Senior Director, Digital Marketing - Remote",80679862,0.8848409,21867728,0.8776424,18354623,0.87252975
667,A Media.Monks Company,"Director, Digital Strategy",15423153,0.9028219,25162378,0.9026409,20330739,0.89978737
668,Upworks,Virtual administrative assistant,14267489,0.8627765,24588864,0.8603747,27847081,0.8542872
669,Virtual Vocations,Remote Administrative Assistant,29926588,0.7349029,27090089,0.71610093,21868149,0.7039205
670,RemoteWorker USA,REMOTE Data Entry/Auditor,41910253,0.8181676,24588864,0.8063811,35474904,0.79401624
671,TarriTechnics,Work From Home - BEGIN IMMEDIATELY - Data Entry Clerk,41910253,0.8243857,35474904,0.81770825,12504278,0.8087658
672,BairesDev,Data Entry Specialist,24508725,0.8173832,13520837,0.8105756,10228751,0.7947371
673,Apprentice Now,Software Developer- Entry Level,29134721,0.8753615,11020140,0.8646382,13964744,0.85257655
674,Staffigo,Business Analyst (Entry Level),22450718,0.89722073,29647215,0.892143,22259768,0.8915813
675,RWC Building Products,Entry Level Office Assistant,35474904,0.8277235,32219038,0.82052445,28989677,0.8130244
676,Core Soft Tech,Software test Engineer ( Entry Level ),71422121,0.84079146,41152404,0.84027094,27152464,0.81675273
677,Intel,System Software Development Engineer - Entry Level,12144825,0.8734022,85101052,0.84786147,28505854,0.84777033
678,DISH,Satellite TV Installer - Entry Level,11209758,0.76453364,43375498,0.7618565,36366044,0.7594014
679,Caldera Medical,"Sales Associate (Entry Level) Phoenix, AZ",18557164,0.84521854,28939941,0.83301127,34303500,0.8324375
680,Firstsource Solution USA,Remote Patient Advocate Specialist,35474904,0.86285144,32219038,0.861783,14064815,0.8611242
681,Rx Help Centers,$17.50hr - Patient Advocate - Part Time Position - Mon - Fri ...,49486820,0.8724968,35474904,0.8684803,34594746,0.86731404
682,Moda Health,Member Health Advocate ~ remote,14064815,0.8748488,37374340,0.8700782,22732234,0.8666976
683,"Bilingual Care Advocate (Hebrew)   New York, NY•Remote Full-time",Bilingual Care Advocate (Hebrew),14064815,0.88218516,33370664,0.8774359,24588864,0.8755683
684,Great American Insurance Group,Remote Customer Service Representative,35474904,0.91271913,34594746,0.8908074,12504278,0.8795221
685,Nordstrom,Retail Cashier & Sales Floor Support - The Shops at Riverwalk Rack,34146825,0.8711358,21809601,0.8596203,36970996,0.84759414
686,Panera Bread,Restaurant Team Member - Cashier,34146825,0.83547544,36970996,0.8348756,17189156,0.8304179
687,Skechers,Retail Floor Leader - Anthem,54421668,0.89736694,17704246,0.8701084,41586420,0.8670826
688,McDonald's,Crew Team Member,11835339,0.77361035,26671167,0.7712174,18036030,0.77094287
689,"DGA Security   New York, NY   Hybrid",Business Development Manager,59696315,0.9023475,15535920,0.8934411,10466208,0.890838
690,"Katten Muchin Rosenman LLP   New York, NY   Hybrid ",Business Development Manager,29208172,0.88729906,28939941,0.8839215,60624892,0.8819845
691,"ChenMed   Jacksonville, FL On-site ",Medical Assistant,16356151,0.924385,24061629,0.9137107,20736486,0.91228867
692,"SNI Companies   Jacksonville, FL    Hybrid",Medical Receptionist,80053367,0.89892685,16356151,0.8868977,16861758,0.8763639
693,"Water Treatment Facilities   Fresh Meadows, New York, United States On-site",Medical Receptionist / Registrar,32219038,0.7966604,80053367,0.78775764,14064815,0.78443396
694,Sally Beauty,Sales Associate/Beauty Advisor,36970996,0.8895411,21856577,0.8839956,37735467,0.87762034
695,Kohl's,Part-Time Retail Sales Associate,17189156,0.9073604,24544244,0.8822528,21809601,0.855111
696,General Assembly  United States   Remote,"Program Manager, Blended Learning",68781345,0.9152435,31016926,0.89579344,49777184,0.89528537
697,Public Consulting Group  United States   Remote,Senior Project Manager - Education,68781345,0.9520416,28697203,0.9153776,26173524,0.90186477
698,Tech Elevator  United States   Remote,Project Manager,68781345,0.87019694,99244405,0.85423183,26173524,0.8454142
699,Paligo,Technical Support Agent,25207620,0.8628213,29134721,0.8321792,32965335,0.81221306
700,"CompuCom Systems, Inc.",IT Help Desk Technical Support Agent (Remote/Telecommute),24038620,0.86042804,11020140,0.8524148,21125113,0.84910214
701,ICONIQ Capital,Systems Administrator,39413067,0.8980934,22605864,0.8839375,38457612,0.879083
702,Cambridge Information Group Inc,Systems Administrator,14593060,0.8945205,39413067,0.88942116,11584809,0.88174874
703,Intrepid Museum,System Administrator,17641670,0.88641703,14593060,0.8849447,27295996,0.8807875
704,System One,IT Systems Administrator,17641670,0.9358505,22450718,0.92277455,27372171,0.9171886
705,Compass,Marketing Advisor,25162378,0.89722455,29825044,0.8879094,21867728,0.8813339
706,Secure Agent Marketing,Sales Representatives,10228751,0.82956684,24544244,0.8262346,35474904,0.82228434
707,"Amazon.com, Inc.","Director, ACX Creator Marketing",80679862,0.9112682,16276121,0.90363735,21867728,0.89508057
708,Compass Group Careers,"MARKETING COORDINATOR - HIGHER EDUCATION - Newark, NJ",41910253,0.8536935,28745844,0.84022343,24544244,0.8386767
709,Wells Fargo,Search optimization,80679862,0.90871763,18354623,0.87569535,21867728,0.8747225
710,LEVINE/LEAVITT,Marketing and Visuals Manager for Artist Management Agency,80679862,0.8822071,18354623,0.8635224,85421438,0.8589544
711,1stDibs,Senior Systems Administrator,27152464,0.88293856,85101052,0.88282084,28126340,0.8800545
712,Hudson Group,Windows System Administrator,24038620,0.8081341,18133495,0.80224425,28126340,0.8003419
713,Visa,"Business Development Manager, NA Marketing Services",29825044,0.9038831,21867728,0.9008156,28939941,0.88711053
714, Yaffed,Director of Development ,27096471,0.8294689,81508860,0.8269427,25676643,0.8250687
715,Joe Paul Group,"Director of Development -Queens, NY #822",59696315,0.882276,13727873,0.8793274,23323001,0.8739852
716,Marriott,Sales Executive Richmond Hotel,15811992,0.8601989,18208580,0.855682,11773925,0.8496802
717,Change Healthcare,"Senior Sales Executive- Revenue Cycle Management - MI, OH, KY, IN",25162378,0.90620273,18208580,0.9015959,69181350,0.8851153
718,Fiserv,Migrations Sales Executive- Credit Union,59696315,0.9141539,25162378,0.9128125,17818707,0.90351915
719,Marriott International,Senior Catering Sales Executive,26987539,0.87032026,15811992,0.86664665,34303500,0.86381495
720,Concentra,Field Sales Account Executive,24544244,0.8871379,17189156,0.86532104,35474904,0.8553212
721,AT&T,Sales Executive Fiber,27850777,0.9024154,17714174,0.89879775,10466208,0.89874065
722,"Bio-Reference Laboratories, Inc.","Account Executive, Urology - Ohio and parts of W.PA, W.VA",28939941,0.90788805,34303500,0.89321023,18208580,0.8912903
723,Aml Rightsource Llc,Entry Level - Transaction Monitoring Investigator ,41910253,0.8989144,24588864,0.8731828,35474904,0.8510858
724,PTC THERAPEUTICS,Patient Engagement Liaison,60624892,0.81474805,17624934,0.81457484,18297650,0.79981196
725,Cancer Treatment Centers of America,"Advocate, Patient Empowerment- REMOTE",34303500,0.8603848,28939941,0.8468913,15581242,0.84676
726,The Judge Group  United States   Remote,Project Managers,12938389,0.910813,41910253,0.8843254,52618188,0.87860084
727,Edpuzzle  United States   Remote, Business Development Project Manager,41910253,0.9306523,12938389,0.8872047,35474904,0.8748702
728,BTIG,"Equity Research Associate, Biotechnology",28939941,0.8477466,18208580,0.826212,69181350,0.810916
729,"Jefferies  New York, NY ",Equity Research Associate - Biotechnology,36107065,0.8021249,16237710,0.7732953,28939941,0.7654556
730,Career Staffing,Work From Home Administrative Assistant Skills (Data Entry - Remote),24588864,0.73158,41910253,0.72827566,24544244,0.7228776
731,Macy's Inc.,"Retail Sales Associate - Furniture​/Mattresses, Quaker Bridge Mall...",12504278,0.8786701,21856577,0.87401825,54421668,0.8548504
732,Fortunoff Backyard Store,"Furniture Sales Associates - Bridgewater, N.J.",29865476,0.88457155,12504278,0.8772013,11773767,0.8754951
733,Crate and Barrel,Furniture Sales Associate,28939941,0.7859254,29552167,0.7830349,28867567,0.78128827
734,Arhaus Furniture,Sales Associate / Design Consultant - Full Time,24544244,0.85734296,17189156,0.84977293,35474904,0.82421136
735,Dandelion Travels,Customer Service Agent,35474904,0.84910935,12504278,0.8346397,24508725,0.8223522
736,THE MODERN HELLO.,Customer Service Professional (REMOTE),34594746,0.92083347,35474904,0.92022294,12504278,0.9107653
737,Cigna,CCRD Customer Service Representative - Work from Home (Remote),35474904,0.8851689,24588864,0.8780238,32219038,0.86807114
738,Royal Recruiter,Remote Customer Service Representative ($16/hr),14508237,0.76516306,35474904,0.7603115,24544244,0.7600546
739,JoAnn,Part Time Team Member R50775,17189156,0.8907589,24544244,0.8852148,12504278,0.87284654
740,Domino's,Assistant Manager(02204) - 620 N Memorial Dr,41910253,0.777623,11183737,0.741523,16877897,0.7241585
741,Caretenders VNA,Clinical Account Executive,16356151,0.91578984,37374340,0.88648975,16121387,0.8775759
742,FedEx Express,R0049: PM Full Time Material Handler,12092347,0.7944509,37473139,0.79125607,16850314,0.79125607
743,Danbury Senior Living,Travel STNA,95970987,0.77252257,74126637,0.7682441,15636923,0.76146513
744,Dunkirk Rehabilitation and Nursing Center,RN Supervisor,77266989,0.8881633,26456474,0.8635477,46772262,0.8468524
745,CoreCivic,Correctional Officer,55097118,0.7229479,37560528,0.7194924,42546558,0.71002054
746,Bassett,Design Consultant,17189156,0.87557423,24544244,0.8740885,41910253,0.868613
747,Ethan Allen,Design Consultant- Interior Design/Sales Consultant in Englishtown at Ethan Allen Global Inc.,21867728,0.83576053,59696315,0.8344674,17818707,0.8326145
748,Baylor Scott & White Health,Case Manager II - Remote,29926588,0.80948615,77266989,0.8072327,38860712,0.8021697
749,"Newell Brands  Hoboken, NJ    On-site",Sr. Art Director,18795567,0.84753,26790545,0.84519327,27921561,0.8325839
750,"AARP  New York, NY ",Art Director,21283733,0.87282276,21867728,0.85155547,29825044,0.849094
751,Thinx Inc.  New York City Metropolitan Area   Hybrid,Art Director,28629430,0.80242485,26234972,0.7972083,15425154,0.78989184
752,Plaid,Lead Commercial Counsel,18297650,0.81873906,69181350,0.8075344,14181049,0.795993
753,"Axiom   New York, NY On-site",Commercial Contracts Lawyer,28939941,0.8561728,18297650,0.85235035,18208580,0.8474362
